area,bhk_count,rera_approval,status,flat_type,Actual Price,Predicted Price,Residual
1986,3,1,under construction,apartment,17500000,27155437.64,-9655437.637
3844,0,1,new,plot,31600000,36445000,-4845000
1383,3,1,under construction,apartment,31000000,31000000,0
900,2,1,under construction,floor,5500000,5281694.603,218305.3968
1643,3,1,under construction,apartment,7000000,19309841.53,-12309841.53
497,1,1,under construction,apartment,1988000,1878883.333,109116.6667
3000,4,1,under construction,apartment,60000000,65389726.84,-5389726.836
900,2,1,under construction,floor,8500000,5281694.603,3218305.397
1381,2,0,ready to move,apartment,27500000,27606964.04,-106964.0375
1593,3,0,ready to move,apartment,20700000,20491725.47,208274.5324
1539,0,1,new,plot,14500000,14148197.65,351802.3504
1252,95,1,new,plot,10400000,15822123.1,-5422123.095
3618,4,0,ready to move,floor,45000000,40713242.66,4286757.34
396,1,1,under construction,apartment,1396000,1398400,-2400
1348,4,1,under construction,apartment,18000000,44225228.57,-26225228.57
3320,4,0,ready to move,apartment,62800000,62681800,118200
2003,3,0,ready to move,apartment,19900000,26460258.41,-6560258.41
1741,2,0,ready to move,apartment,12600000,15327147.48,-2727147.476
6521,4,0,ready to move,floor,144800000,139327968.5,5472031.543
2147,3,1,under construction,apartment,45700000,44447861.38,1252138.617
1850,3,0,ready to move,plot,15800000,18431948.73,-2631948.732
1530,3,0,ready to move,apartment,6762000,17775896.6,-11013896.6
2055,4,1,under construction,apartment,452100000,137622144.4,314477855.6
4430,4,1,under construction,apartment,76600000,87909940.24,-11309940.24
700,2,0,ready to move,floor,3500000,3182964.286,317035.7143
3950,4,1,under construction,apartment,70000000,76966036.62,-6966036.621
1689,3,0,ready to move,apartment,22700000,20243940.33,2456059.669
4785,4,0,ready to move,apartment,105200000,86008380.95,19191619.05
3986,3,0,ready to move,apartment,87600000,64140269.05,23459730.95
4500,4,0,ready to move,floor,41500000,46225652.44,-4725652.442
6353,4,1,under construction,apartment,127000000,122970885.5,4029114.492
922,3,1,under construction,apartment,6913000,6374908.69,538091.3095
5000,5,0,ready to move,villa,130700000,96773466.67,33926533.33
3395,4,0,ready to move,apartment,84800000,75011890.04,9788109.957
3650,4,0,ready to move,apartment,65700000,58718428.57,6981571.429
5223,4,1,under construction,apartment,96900000,95021510.17,1878489.833
1350,2,0,ready to move,apartment,13500000,15836715.53,-2336715.526
2398,3,0,ready to move,apartment,16500000,36442771.43,-19942771.43
2962,3,0,ready to move,apartment,44400000,64924557.14,-20524557.14
900,2,1,under construction,apartment,2300000,5267407.24,-2967407.24
248,1,0,ready to move,apartment,700000,1368000,-668000
1410,2,0,ready to move,apartment,19900000,16462870.01,3437129.991
6265,5,0,ready to move,apartment,93900000,128024178.6,-34124178.57
6838,5,1,under construction,apartment,126900000,123321530.9,3578469.106
1120,3,1,under construction,apartment,6940000,11261379.1,-4321379.095
646,3,1,under construction,apartment,2632000,2602174.54,29825.45982
2475,4,0,ready to move,apartment,21000000,16390723.02,4609276.983
1975,3,0,ready to move,apartment,55300000,49574000,5726000
1298,0,1,new,plot,11800000,11661030,138970.0033
1250,3,1,under construction,apartment,9544000,9425720.893,118279.1071
1665,3,1,under construction,apartment,23900000,90715991.45,-66815991.45
5000,5,0,ready to move,floor,110000000,97984266.67,12015733.33
6300,8,0,ready to move,plot,45500000,49419800,-3919800
7500,5,0,ready to move,villa,55000000,181225000,-126225000
2073,3,0,ready to move,apartment,57700000,46085099.39,11614900.61
3577,4,1,under construction,apartment,64300000,64300000,0
1000,2,0,ready to move,plot,5500000,6162373.651,-662373.6508
1389,3,1,under construction,apartment,13300000,11472570.87,1827429.128
2095,3,0,ready to move,apartment,42500000,36886506.34,5613493.661
2000,3,0,ready to move,floor,13500000,16036520.25,-2536520.251
6000,6,0,ready to move,apartment,80000000,83787388.89,-3787388.889
1852,3,1,under construction,apartment,9950000,16623430.79,-6673430.793
2350,3,0,ready to move,apartment,16600000,22536977.64,-5936977.636
1800,3,0,ready to move,apartment,18000000,19724577.88,-1724577.88
4220,4,0,ready to move,apartment,47500000,57005327.49,-9505327.489
1390,2,0,ready to move,apartment,28000000,24432066.9,3567933.096
1611,0,1,new,plot,11600000,14712713.81,-3112713.811
2700,3,0,ready to move,apartment,25000000,36388383.14,-11388383.14
1997,3,0,ready to move,apartment,14600000,17146643.92,-2546643.921
2408,3,1,under construction,apartment,13900000,26249943.61,-12349943.61
1125,0,0,new,plot,16200000,6934298.286,9265701.714
1800,3,0,ready to move,floor,23000000,23304362.67,-304362.6731
2637,4,1,under construction,apartment,18000000,33319231.58,-15319231.58
1440,3,1,under construction,apartment,14400000,9270145.345,5129854.655
3200,4,0,ready to move,plot,33000000,23590071.43,9409928.571
2768,4,0,ready to move,apartment,49800000,16875000,32925000
6454,6,1,new,plot,91600000,95111445.76,-3511445.762
4500,4,0,ready to move,apartment,25200000,49694155.89,-24494155.89
1630,3,1,under construction,apartment,22000000,24928961.41,-2928961.405
1490,3,0,ready to move,apartment,15500000,10934801.33,4565198.667
1370,3,0,ready to move,apartment,27600000,22260879.23,5339120.774
1665,3,1,under construction,apartment,33300000,90715991.45,-57415991.45
1227,3,0,ready to move,apartment,25500000,22322977.5,3177022.504
1950,3,1,under construction,apartment,18900000,18747069.8,152930.2004
2550,3,0,ready to move,apartment,27400000,34358234.76,-6958234.759
2380,3,1,under construction,apartment,42800000,40925559.64,1874440.357
1000,2,0,ready to move,plot,3550000,6162373.651,-2612373.651
2711,4,0,ready to move,plot,37500000,36330000,1170000
1310,2,0,ready to move,apartment,28900000,19623664.96,9276335.036
1250,2,0,ready to move,apartment,9800000,16196137.88,-6396137.879
3322,3,0,ready to move,apartment,53100000,58185625,-5085625
1408,4,1,under construction,apartment,13600000,23684000,-10084000
2369,3,0,ready to move,apartment,24400000,31778100,-7378100
4175,4,1,under construction,apartment,60000000,72358500,-12358500
1465,2,1,under construction,apartment,11800000,16684318.01,-4884318.009
3150,4,0,ready to move,apartment,25200000,44803758.91,-19603758.91
2857,4,0,ready to move,apartment,61400000,51219104.76,10180895.24
3695,4,0,ready to move,apartment,53500000,40719700.78,12780299.22
1700,3,0,ready to move,apartment,22400000,23652373,-1252372.997
431,1,1,under construction,apartment,1600000,1651520,-51520
2200,3,0,ready to move,plot,23000000,21729582.07,1270417.927
1983,3,0,ready to move,apartment,10200000,35825138.97,-25625138.97
2015,3,1,under construction,apartment,26200000,36472130.47,-10272130.47
2882,3,0,ready to move,apartment,31200000,60085100.93,-28885100.93
1950,4,0,ready to move,apartment,39300000,28832840.1,10467159.9
2067,3,0,ready to move,apartment,19500000,17432278.41,2067721.591
1472,0,1,new,plot,12500000,12641875,-141875
2704,4,0,ready to move,apartment,41500000,57348003.82,-15848003.82
1572,2,0,ready to move,apartment,14200000,11564750,2635250
3680,4,1,under construction,apartment,68200000,63681106.75,4518893.246
2650,4,0,ready to move,floor,27000000,28041499.18,-1041499.18
1206,0,1,new,plot,11300000,10913020,386980
2200,3,1,under construction,apartment,28600000,29085205.99,-485205.9857
7000,5,0,ready to move,villa,70000000,70582321.43,-582321.4286
4500,0,0,new,plot,27300000,44581150.45,-17281150.45
1359,3,1,under construction,apartment,18000000,16663282.92,1336717.082
1503,3,1,under construction,apartment,19900000,19392058,507942.0024
3090,3,0,ready to move,apartment,57100000,57136865.87,-36865.87302
1518,3,1,under construction,apartment,18200000,18367693.66,-167693.657
5870,5,0,ready to move,apartment,63200000,74773845.24,-11573845.24
1213,2,1,under construction,apartment,11000000,15015682.14,-4015682.137
2122,3,0,ready to move,apartment,18500000,16446648.04,2053351.961
1300,2,0,ready to move,apartment,11500000,13105765.79,-1605765.793
1672,3,1,under construction,apartment,17500000,21128004.53,-3628004.529
5092,4,0,ready to move,apartment,112000000,93897439.74,18102560.26
3986,3,0,ready to move,apartment,43400000,64140269.05,-20740269.05
1225,3,1,under construction,apartment,32500000,24817792.17,7682207.833
6541,5,0,ready to move,floor,154400000,180875414.6,-26475414.56
6565,5,0,ready to move,apartment,62500000,111212366.7,-48712366.67
1593,3,0,ready to move,apartment,20700000,20491725.47,208274.5324
4140,4,1,under construction,apartment,45500000,57546229.87,-12046229.87
3865,4,1,under construction,apartment,23700000,54509919.48,-30809919.48
4500,1,0,resale,plot,82500000,46367251.26,36132748.74
7400,5,0,ready to move,villa,56000000,100670850,-44670850
2528,3,1,under construction,apartment,50500000,48840361.66,1659638.339
2191,4,0,ready to move,apartment,31000000,26621648.55,4378351.454
4200,4,0,ready to move,apartment,55000000,74217454.93,-19217454.93
2600,3,1,under construction,apartment,42900000,38552589.97,4347410.028
1976,3,1,under construction,apartment,39500000,33311934.44,6188065.562
1751,4,1,under construction,apartment,65500000,65500000,0
865,2,0,ready to move,apartment,8061000,7335364,725636
3400,5,0,ready to move,apartment,43000000,51851036.44,-8851036.436
2952,3,0,ready to move,apartment,64900000,59982838.96,4917161.039
2100,3,0,ready to move,plot,14200000,17949891.23,-3749891.234
3854,4,0,ready to move,villa,39500000,72729063.25,-33229063.25
2595,3,0,ready to move,apartment,57000000,51387915.95,5612084.046
1251,0,0,new,plot,9000000,9271924.988,-271924.9881
3850,3,0,ready to move,apartment,84700000,81773504.55,2926495.455
2317,4,0,ready to move,apartment,12900000,15782400,-2882400
2662,3,0,ready to move,apartment,42500000,41969988.1,530011.9048
1269,2,0,ready to move,apartment,7100000,11099437.9,-3999437.897
2250,3,1,under construction,apartment,39300000,36914399.1,2385600.904
2450,4,0,ready to move,apartment,26000000,31122407.29,-5122407.287
1350,0,0,new,plot,13500000,9701291.222,3798708.778
2185,3,0,ready to move,plot,41000000,22300667.79,18699332.21
1200,3,0,ready to move,plot,4500000,5011334.701,-511334.7005
2588,3,1,under construction,apartment,37500000,32659879.76,4840120.238
2700,4,0,ready to move,floor,46000000,33102992.25,12897007.75
2768,3,0,ready to move,apartment,59500000,55712088.89,3787911.111
6400,5,0,ready to move,villa,50000000,163980000,-113980000
4902,4,0,ready to move,apartment,107800000,103258535.7,4541464.286
2370,2,0,ready to move,apartment,90000000,79065650,10934350
2000,3,0,ready to move,apartment,13000000,22404956.4,-9404956.402
1550,2,0,ready to move,apartment,15000000,14165815.83,834184.1719
2400,3,1,under construction,apartment,31200000,29776960.05,1423039.949
2134,3,0,ready to move,apartment,17200000,39924444.3,-22724444.3
6899,5,0,ready to move,villa,116400000,103702966.7,12697033.33
4184,4,0,ready to move,apartment,30000000,85184143.07,-55184143.07
1711,3,0,ready to move,apartment,35000000,30843499.71,4156500.289
1215,2,0,ready to move,apartment,15200000,15098227.27,101772.7339
561,2,1,under construction,apartment,2286000,2252341.905,33658.09524
2368,4,1,under construction,floor,25000000,15598191.89,9401808.105
3000,4,0,ready to move,apartment,49000000,29930255.4,19069744.6
1210,1,0,under construction,apartment,15700000,12448595.55,3251404.452
1350,1,0,resale,plot,21000000,15316947.62,5683052.381
870,1,0,ready to move,apartment,9570000,8317474,1252526
10000,6,0,ready to move,apartment,156000000,158816834.5,-2816834.471
11505,5,0,ready to move,apartment,253100000,213010100,40089900
1500,3,1,under construction,apartment,24700000,16287552.84,8412447.161
1350,0,0,new,plot,9749000,9701291.222,47708.77768
2100,4,1,under construction,apartment,13800000,203597700.8,-189797700.8
3600,4,1,under construction,apartment,55000000,55024500,-24500
3344,3,0,ready to move,apartment,73500000,64513466.67,8986533.333
2700,4,0,ready to move,plot,23800000,29281084.39,-5481084.394
4518,4,0,ready to move,floor,45000000,51677722.59,-6677722.589
3836,3,0,ready to move,apartment,84300000,70789586.59,13510413.41
1550,3,0,ready to move,plot,15900000,12312864.58,3587135.417
1611,3,1,under construction,floor,21500000,21043853.1,456146.9042
3044,4,0,ready to move,apartment,38100000,37635333.33,464666.6667
981,2,1,under construction,apartment,8500000,9971850.279,-1471850.279
1250,3,1,under construction,apartment,7449000,9425720.893,-1976720.893
1275,2,0,ready to move,apartment,7041000,8888333.169,-1847333.169
5900,4,0,ready to move,villa,82700000,88953225,-6253225
2004,3,0,ready to move,apartment,44300000,36138787.66,8161212.338
1726,4,1,under construction,apartment,52000000,52000000,0
1629,2,0,ready to move,apartment,34200000,30667333.33,3532666.667
2129,3,0,ready to move,apartment,43000000,35492725.51,7507274.489
1350,0,0,resale,plot,17200000,15434514.29,1765485.714
2800,4,0,ready to move,apartment,22500000,28623678.57,-6123678.571
2122,3,0,ready to move,apartment,19000000,16446648.04,2553351.961
1855,3,1,under construction,apartment,28500000,22955183.58,5544816.417
4000,3,0,ready to move,apartment,88000000,58808052.14,29191947.86
1711,3,0,ready to move,apartment,33000000,30843499.71,2156500.289
2050,3,0,ready to move,plot,36000000,23130804.51,12869195.49
1269,2,1,under construction,apartment,7867000,7968857.144,-101857.1443
1527,3,0,ready to move,apartment,15600000,15426690,173310
1433,2,0,ready to move,apartment,31600000,27835872.62,3764127.381
1745,3,0,ready to move,apartment,48600000,27478072.91,21121927.09
4500,4,0,ready to move,floor,53900000,46225652.44,7674347.558
1192,2,1,under construction,apartment,7627000,7749658.095,-122658.0952
1426,3,0,ready to move,apartment,39700000,30339444.16,9360555.844
5000,5,0,ready to move,plot,75000000,51099000,23901000
1368,0,0,new,plot,18600000,14808605.62,3791394.375
1852,3,1,under construction,apartment,16400000,16623430.79,-223430.7932
1310,2,0,ready to move,apartment,13500000,19623664.96,-6123664.964
1200,3,0,ready to move,plot,4500000,5011334.701,-511334.7005
900,2,0,ready to move,apartment,3500000,4686415.34,-1186415.34
1464,4,1,under construction,apartment,44100000,44100000,0
2631,4,0,ready to move,apartment,28000000,33904800,-5904800
5866,5,0,ready to move,apartment,276800000,74840845.24,201959154.8
1456,2,0,ready to move,apartment,21500000,8741260.823,12758739.18
4050,0,0,new,plot,26900000,56942000,-30042000
1750,3,0,ready to move,apartment,19700000,16393533.19,3306466.813
1711,3,1,under construction,apartment,17600000,19925678.5,-2325678.497
2282,3,1,under construction,apartment,41000000,39150317.04,1849682.963
1855,4,0,ready to move,apartment,25900000,25900000,0
2781,3,0,ready to move,apartment,51400000,47571486.61,3828513.389
1578,2,1,under construction,apartment,150000000,11016458.1,138983541.9
2600,3,1,under construction,apartment,42900000,38552589.97,4347410.028
1211,2,1,under construction,apartment,9231000,9294106.429,-63106.42857
1225,3,1,under construction,apartment,26000000,24817792.17,1182207.833
1566,2,1,under construction,apartment,18700000,13850992.86,4849007.143
1428,3,0,ready to move,apartment,12100000,29027580.95,-16927580.95
2295,3,0,ready to move,apartment,53000000,46665961.95,6334038.047
950,2,0,ready to move,apartment,6000000,4846367.999,1153632.001
1789,3,0,ready to move,apartment,18500000,20438242.38,-1938242.382
542,2,1,under construction,apartment,2166000,2165528.333,471.6666667
955,2,0,ready to move,apartment,8175000,10118346.46,-1943346.464
2651,3,0,ready to move,apartment,71500000,36274584.42,35225415.58
900,1,0,ready to move,apartment,4050000,5564927.08,-1514927.08
1503,3,0,ready to move,apartment,21400000,16902819.7,4497180.303
1967,3,1,under construction,apartment,39300000,38328610.09,971389.909
2095,4,0,ready to move,plot,32500000,31606000,894000
1731,4,1,under construction,apartment,68400000,68400000,0
1423,3,1,under construction,apartment,7799000,11138210.88,-3339210.884
2400,3,0,ready to move,plot,7999000,21660243.64,-13661243.64
2215,3,0,ready to move,apartment,29000000,26756949.21,2243050.788
3243,4,1,under construction,apartment,60100000,57820911.26,2279088.738
1740,4,0,ready to move,apartment,34800000,20644820.24,14155179.76
1967,3,1,under construction,apartment,39300000,38328610.09,971389.909
1500,2,0,ready to move,apartment,11700000,8701413.065,2998586.935
3795,4,0,ready to move,apartment,25400000,66841924.77,-41441924.77
7452,5,1,under construction,apartment,138300000,136527342.3,1772657.692
5036,5,0,ready to move,villa,97700000,112361000,-14661000
2700,3,0,ready to move,floor,12500000,20160580.5,-7660580.503
690,2,1,under construction,apartment,2387000,3654096.167,-1267096.167
1751,3,0,ready to move,apartment,9000000,15232196.76,-6232196.764
4518,5,0,ready to move,plot,32000000,55029845.24,-23029845.24
4500,0,0,new,plot,64900000,44581150.45,20318849.55
3243,4,1,under construction,apartment,60100000,57820911.26,2279088.738
1210,3,0,ready to move,floor,9500000,8493579.746,1006420.254
2360,3,1,under construction,apartment,37700000,37700000,0
675,2,1,under construction,apartment,2381000,2426504.286,-45504.28571
1432,3,1,under construction,apartment,27800000,23362244.33,4437755.667
1215,2,1,under construction,apartment,8700000,9680188.65,-980188.6503
1800,3,0,ready to move,plot,20000000,15685051.04,4314948.965
1330,2,1,under construction,apartment,14000000,102130765.5,-88130765.51
1350,2,1,under construction,apartment,18000000,12695516.67,5304483.333
642,3,1,under construction,apartment,2566000,2561658.5,4341.5
1233,0,0,resale,plot,123000,17190000,-17067000
577,2,1,under construction,apartment,2347000,2342870.666,4129.334435
6900,4,0,ready to move,apartment,117300000,113578976.2,3721023.81
508,2,1,under construction,apartment,2082000,2081376.726,623.2741703
2700,4,1,under construction,apartment,45000000,54226566.61,-9226566.614
2206,3,1,under construction,apartment,34400000,35155590.35,-755590.3461
1368,2,1,under construction,apartment,9380000,9273972.33,106027.67
1755,3,0,ready to move,apartment,15000000,14694423.38,305576.6234
2528,3,1,under construction,apartment,50500000,48840361.66,1659638.339
2313,4,0,ready to move,floor,47000000,25521387.25,21478612.75
2460,3,1,under construction,apartment,52400000,54629564.29,-2229564.286
2325,4,0,ready to move,apartment,13700000,15948900,-2248900
1190,3,1,under construction,apartment,10800000,13932698.97,-3132698.966
4615,4,0,ready to move,apartment,142200000,134387000,7813000
1650,3,0,ready to move,apartment,9000000,17824483.18,-8824483.179
672,2,1,under construction,apartment,2419000,2537861.746,-118861.746
2800,4,1,under construction,apartment,36400000,41460530.15,-5060530.146
2319,3,0,ready to move,apartment,20000000,58733000,-38733000
1298,3,0,ready to move,apartment,9400000,10227458.04,-827458.042
4539,3,0,ready to move,apartment,68000000,99983714.29,-31983714.29
1555,3,1,under construction,apartment,32100000,32248198.3,-148198.2952
817,2,1,under construction,apartment,12000000,13834699.95,-1834699.952
1440,0,1,new,plot,13500000,14725652.75,-1225652.747
2677,3,0,ready to move,apartment,43000000,42800000,200000
1197,0,1,new,plot,11300000,11273540,26460
3700,3,0,ready to move,apartment,42600000,64360736.11,-21760736.11
990,2,0,ready to move,apartment,12800000,15946568.98,-3146568.978
2560,4,1,under construction,apartment,11900000,28700000,-16800000
2300,3,0,ready to move,apartment,14900000,47999036.05,-33099036.05
2443,4,0,ready to move,apartment,20500000,30285216.67,-9785216.667
2200,3,1,under construction,apartment,28600000,29085205.99,-485205.9857
900,0,0,new,plot,9000000,2485890.348,6514109.652
1562,2,1,under construction,floor,12000000,11927165.52,72834.47619
4140,4,1,under construction,apartment,66800000,57546229.87,9253770.13
9000,5,0,ready to move,penthouse,250000000,102137690.5,147862309.5
1518,3,1,under construction,apartment,18200000,18367693.66,-167693.657
1152,0,1,new,plot,8319000,10643476.97,-2324476.973
1602,0,0,new,plot,24000000,15168642.86,8831357.143
2779,4,0,ready to move,apartment,17500000,26916347.58,-9416347.583
1665,3,1,under construction,apartment,21600000,90715991.45,-69115991.45
1677,2,0,ready to move,apartment,41900000,45055000,-3155000
7500,5,0,ready to move,apartment,270000000,173546000,96454000
2800,4,1,under construction,apartment,36400000,41460530.15,-5060530.146
2700,4,0,ready to move,apartment,35000000,36457846.84,-1457846.841
1579,3,0,ready to move,apartment,33500000,29304011.9,4195988.095
6297,0,0,new,plot,52400000,192633377,-140233377
735,2,1,under construction,apartment,8629000,7234760,1394240
2535,4,0,ready to move,apartment,18000000,15083151.19,2916848.81
2360,3,1,under construction,apartment,37700000,37700000,0
810,0,0,new,plot,1290000,6575439.488,-5285439.488
1620,0,0,new,plot,21200000,15929080.74,5270919.264
3075,4,1,under construction,apartment,50700000,53136982.14,-2436982.143
915,2,0,ready to move,apartment,7000000,10550986.02,-3550986.023
2847,4,0,ready to move,apartment,48300000,40105895.4,8194104.595
600,2,0,ready to move,apartment,4000000,4567366,-567366
2720,4,0,ready to move,apartment,56500000,56500000,0
1200,2,1,under construction,apartment,19800000,12470603.21,7329396.789
2110,3,0,ready to move,apartment,13700000,33479378.97,-19779378.97
2588,3,0,ready to move,apartment,39000000,45265533.33,-6265533.333
1420,2,1,under construction,apartment,20900000,20080489.71,819510.2907
1869,3,0,ready to move,apartment,55900000,12943105.79,42956894.21
4500,4,0,ready to move,apartment,45000000,49694155.89,-4694155.889
1383,3,1,under construction,apartment,31000000,31000000,0
1357,3,1,under construction,apartment,55900000,41673831.78,14226168.22
2800,4,1,under construction,apartment,36400000,41460530.15,-5060530.146
3150,4,0,ready to move,apartment,35000000,44803758.91,-9803758.91
3850,4,1,under construction,apartment,54600000,60349404.48,-5749404.485
3192,4,0,ready to move,apartment,22000000,43510722.24,-21510722.24
2700,0,0,new,plot,22400000,34739438.81,-12339438.81
2430,4,0,ready to move,floor,45000000,32685253.43,12314746.57
3850,3,0,ready to move,apartment,57700000,81773504.55,-24073504.55
2277,3,0,ready to move,apartment,51400000,35095964.29,16304035.71
1555,3,1,under construction,apartment,32100000,32248198.3,-148198.2952
3680,4,1,under construction,apartment,68200000,63681106.75,4518893.246
3652,3,0,ready to move,apartment,80300000,74982412.7,5317587.302
4742,4,0,ready to move,apartment,51600000,75101526.98,-23501526.98
1830,3,0,ready to move,apartment,11700000,13155946.97,-1455946.97
1812,3,0,ready to move,apartment,31400000,21244355.9,10155644.1
1676,2,0,ready to move,apartment,50000000,46848000,3152000
2595,3,0,ready to move,apartment,42800000,51387915.95,-8587915.954
1091,3,1,under construction,apartment,37800000,31239458.39,6560541.608
3000,3,0,ready to move,apartment,80800000,67585920.08,13214079.92
1573,2,1,under construction,apartment,16000000,14659104.76,1340895.238
2400,3,0,ready to move,apartment,31200000,30126021.47,1073978.527
910,3,0,ready to move,apartment,6000000,14250150,-8250150
5800,4,0,ready to move,apartment,52500000,83063231.06,-30563231.06
1975,3,1,under construction,apartment,34100000,36229456.16,-2129456.155
2500,4,1,under construction,floor,37500000,24417133.33,13082866.67
2600,4,0,ready to move,plot,12000000,22131592.75,-10131592.75
1449,2,0,ready to move,apartment,20000000,19856693.34,143306.6555
1525,2,1,under construction,apartment,18300000,17597333.33,702666.6667
1190,2,0,ready to move,apartment,14200000,17903163.33,-3703163.333
3240,4,0,ready to move,plot,34500000,32086978.13,2413021.866
1593,3,1,under construction,apartment,19000000,19652693.83,-652693.8312
4944,4,0,ready to move,apartment,108700000,75973797.08,32726202.92
5492,4,0,ready to move,apartment,120800000,89359866.67,31440133.33
2502,3,0,ready to move,plot,30000000,30876723.48,-876723.4848
1079,2,0,ready to move,apartment,9200000,8903166.667,296833.3333
4752,4,0,ready to move,floor,55000000,51896000,3104000
4038,4,1,under construction,apartment,74900000,73293033.23,1606966.769
3250,4,1,under construction,apartment,40600000,45237441.47,-4637441.468
2666,4,0,ready to move,apartment,55000000,24986599.17,30013400.83
1269,2,1,under construction,apartment,7500000,7968857.144,-468857.1443
2450,4,0,ready to move,apartment,29500000,31122407.29,-1622407.287
1677,3,1,under construction,apartment,44000000,18455434.52,25544565.48
2025,3,1,under construction,apartment,12300000,15775533.33,-3475533.333
1967,3,1,under construction,apartment,34000000,38328610.09,-4328610.091
2160,3,0,ready to move,apartment,20500000,15533794.44,4966205.556
1250,1,1,under construction,apartment,27500000,27500000,0
4000,4,0,ready to move,apartment,72000000,76460848.45,-4460848.445
2095,3,1,under construction,apartment,26600000,27656458.44,-1056458.442
2071,3,1,under construction,apartment,23200000,22429509.87,770490.1349
1518,4,1,under construction,apartment,24500000,20898936.18,3601063.822
1800,2,0,ready to move,plot,9500000,16476223.62,-6976223.618
1657,4,1,under construction,apartment,14000000,23702250,-9702250
2600,4,0,ready to move,floor,26000000,25213239.68,786760.3175
2200,3,0,ready to move,plot,23500000,21729582.07,1770417.927
1975,3,1,under construction,apartment,39500000,36229456.16,3270543.845
2000,3,0,ready to move,floor,12500000,16036520.25,-3536520.251
2367,0,0,resale,plot,34100000,33995950,104050
2283,5,1,under construction,apartment,37600000,37600000,0
1760,3,0,ready to move,apartment,9856000,12111324.34,-2255324.345
2107,3,1,under construction,apartment,34700000,34700000,0
6565,5,0,ready to move,apartment,62500000,111212366.7,-48712366.67
2595,3,0,ready to move,apartment,57000000,51387915.95,5612084.046
4100,5,1,under construction,apartment,52700000,59179524.12,-6479524.117
1836,3,0,ready to move,apartment,14500000,16654675.4,-2154675.397
3330,4,0,ready to move,plot,42500000,32293928.57,10206071.43
1300,2,1,under construction,apartment,26000000,95513421.81,-69513421.81
3150,5,0,ready to move,villa,68600000,61226101.53,7373898.47
2015,3,1,under construction,apartment,40800000,36472130.47,4327869.529
2700,4,0,ready to move,apartment,31000000,36457846.84,-5457846.841
3200,4,0,ready to move,house,30000000,33503317.31,-3503317.308
1900,4,1,under construction,apartment,40400000,35083998.41,5316001.587
4500,4,0,ready to move,floor,41200000,46225652.44,-5025652.442
1494,2,1,under construction,apartment,8700000,11484593.96,-2784593.958
2385,0,0,new,plot,27200000,30722515.78,-3522515.78
4054,4,1,under construction,apartment,75200000,73482187.88,1717812.121
3375,4,0,ready to move,apartment,28000000,57190787.88,-29190787.88
2700,4,0,ready to move,apartment,54000000,36457846.84,17542153.16
1350,6,0,resale,plot,12900000,15588000,-2688000
2200,3,1,under construction,apartment,28600000,29085205.99,-485205.9857
2160,4,0,ready to move,plot,26500000,21610081.56,4889918.437
1975,3,1,under construction,apartment,39500000,36229456.16,3270543.845
1980,3,0,ready to move,apartment,17500000,18664444.44,-1164444.444
1109,3,1,under construction,apartment,38400000,38400000,0
1981,4,1,under construction,apartment,35600000,37296000,-1696000
1614,3,1,under construction,apartment,13900000,14203000,-303000
1264,2,0,ready to move,apartment,9100000,10820638.43,-1720638.425
486,3,0,ready to move,plot,7200000,5781908.667,1418091.333
4650,4,0,ready to move,apartment,39500000,47175033.37,-7675033.369
3975,4,1,under construction,apartment,48200000,50712333.33,-2512333.333
7525,15,0,ready to move,house,38700000,128980200,-90280200
1726,4,1,under construction,apartment,52000000,52000000,0
1300,2,0,ready to move,apartment,6000000,13105765.79,-7105765.793
2400,4,0,ready to move,apartment,11000000,24643279.52,-13643279.52
2785,3,0,ready to move,apartment,79400000,76120877.45,3279122.552
2475,4,0,ready to move,apartment,26500000,16390723.02,10109276.98
683,1,0,ready to move,apartment,9186000,5963050,3222950
1665,3,1,under construction,apartment,9900000,90715991.45,-80815991.45
1512,3,0,ready to move,apartment,42100000,38093844.84,4006155.159
1692,3,0,ready to move,apartment,21100000,21667532.14,-567532.1429
1485,0,1,new,plot,13200000,13147000,53000
1457,2,0,ready to move,apartment,11100000,12148048.6,-1048048.604
1797,4,1,under construction,apartment,34800000,38457862.33,-3657862.334
838,3,1,under construction,apartment,2630000,6059876.667,-3429876.667
1877,3,0,ready to move,apartment,26600000,24795286.7,1804713.298
2275,5,1,under construction,apartment,37500000,37500000,0
1508,2,0,ready to move,apartment,31500000,29869955.74,1630044.264
1750,3,0,ready to move,floor,18000000,15424076.19,2575923.81
2430,4,0,ready to move,floor,32500000,32685253.43,-185253.4271
2200,4,0,ready to move,floor,17700000,24684142.86,-6984142.857
2637,4,1,under construction,apartment,42500000,33319231.58,9180768.417
1494,2,0,ready to move,apartment,8700000,14136179.6,-5436179.603
1900,4,1,under construction,apartment,23500000,35083998.41,-11583998.41
11500,7,0,ready to move,penthouse,120000000,518987063.5,-398987063.5
1200,3,0,ready to move,plot,3600000,5011334.701,-1411334.701
2538,3,1,under construction,apartment,50700000,45732489.19,4967510.805
1620,3,0,ready to move,apartment,15000000,14619134.52,380865.4762
1470,3,0,ready to move,floor,21300000,16680950.32,4619049.683
2025,3,1,under construction,apartment,13000000,15775533.33,-2775533.333
2510,4,1,under construction,apartment,50200000,50313205.83,-113205.832
1692,3,1,under construction,apartment,11500000,13916212.49,-2416212.491
